"norm_tgf_control_1"	"norm_tgf_control_2"	"norm_tgf_control_3"	"norm_tgf_control_4"	"tgf_control_median averaged"	"norm_tgf_6h_1"	"norm_tgf_6h_2"	"norm_tgf_6h_3"	"norm_tgf_6h_4"	"tgf_6h_median averaged"	"norm_tgf_12h_1"	"norm_tgf_12h_2"	"norm_tgf_12h_3"	"norm_tgf_12h_4"	"tgf_12h_median averaged"	"norm_tgf_24h_1"	"norm_tgf_24h_2"	"norm_tgf_24h_3"	"norm_tgf_24h_4"	"tgf_24h_median averaged"	"norm_tgf_36h_1"	"norm_tgf_36h_2"	"norm_tgf_36h_3"	"norm_tgf_36h_4"	"tgf_36h_median averaged"	"norm_tgf_48h_1"	"norm_tgf_48h_2"	"norm_tgf_48h_3"	"norm_tgf_48h_4"	"tgf_48h_median averaged"	"ANOVA Significant"	"  -Log 10 ANOVA p value"	"PEP"	"Intensity"	"Peptides"	"Unique peptides"	"Protein IDs"	"Majority protein IDs"	"Protein names"	"Gene names"
-0.98	0.98	-0.02	0.02	0.00	-0.28	-0.01	0.03	0.18	0.01	-0.62	-0.12	-0.28	-0.18	-0.23	-0.47	0.03	-0.82	-0.77	-0.62	-0.96	-0.68	-0.30	-0.04	-0.49	-1.09	-0.69	0.22	-0.07	-0.38		0.30	2.00E-49	24905000000	7	7	"Q9Y5V0;H0YC70;E5RHV4;E5RHR6;E5RIY7;H0YAP1"	"Q9Y5V0;H0YC70"	"Zinc finger protein 706"	"ZNF706"
0.13	-0.13	-0.05	0.05	0.00	-0.35	-0.10	-0.14	0.34	-0.12	0.34	0.29	0.07	0.08	0.19	0.06	0.43	-0.58	0.40	0.23	0.83	1.25	0.85	0.82	0.84	-0.38	-0.14	-0.16	-0.36	-0.26	"+"	4.08	1.11E-60	20401000000	9	9	"Q9Y5U2-2;Q9Y5U2;C9JJV1;A6NCC9;E9PME3;C9JHT9;E9PL88;C9JDU0"	"Q9Y5U2-2;Q9Y5U2;C9JJV1;A6NCC9;E9PME3;C9JHT9"	"Protein TSSC4"	"TSSC4"
0.28	-0.28	0.10	-0.10	0.00	0.45	0.09	-0.01	0.09	0.09	0.57	0.18	0.57	0.14	0.37	-0.93	-1.51	-1.32	-1.15	-1.24	-0.24	"NaN"	0.60	0.09	0.09	"NaN"	0.70	0.09	-0.11	0.09	"+"	4.99	3.47E-80	4736900000	11	11	"Q9Y5T5-2;Q9Y5T5;Q9Y5T5-3;Q9Y5T5-5;B4DUS4;Q9Y5T5-4;H9KVB6"	"Q9Y5T5-2;Q9Y5T5;Q9Y5T5-3;Q9Y5T5-5"	"Ubiquitin carboxyl-terminal hydrolase 16"	"USP16"
0.27	-0.27	-0.05	0.05	0.00	-0.32	-0.86	0.01	0.12	-0.16	-0.74	-0.58	0.19	-0.36	-0.47	-0.88	-0.22	1.07	1.13	0.43	1.49	1.05	"NaN"	"NaN"	1.27	"NaN"	"NaN"	"NaN"	0.82	0.82		1.34	9.18E-30	4138100000	7	7	"Q9Y5T4"	"Q9Y5T4"	"DnaJ homolog subfamily C member 15"	"DNAJC15"
0.04	-0.04	-0.13	0.13	0.00	0.72	0.61	0.18	0.11	0.39	0.41	0.62	-0.21	-0.15	0.13	0.24	0.08	0.68	-0.29	0.16	0.76	0.54	0.75	0.80	0.76	0.90	1.16	0.38	-0.28	0.64		0.90	2.71E-271	61174000000	14	3	"Q9Y5S9"	"Q9Y5S9"	"RNA-binding protein 8A"	"RBM8A"
-0.18	0.18	0.04	-0.04	0.00	0.33	0.24	-0.09	-0.71	0.07	-0.09	0.07	0.54	-0.24	-0.01	0.08	-0.39	0.36	0.53	0.22	-0.23	-0.35	0.03	-0.33	-0.28	-0.07	0.26	0.62	0.77	0.44		0.63	2.09E-298	12151000000	42	35	"Q9Y5S2;H0YLY0;Q86TR8;H0Y6V3;E9PEF7;H0YLR5;Q09013-12;Q09013-10;Q09013-2;Q09013-8;Q09013-5;Q09013-7;E9PBC4;Q09013-11;Q09013-15;Q09013;Q09013-16;Q09013-6;Q09013-1;G5E982"	"Q9Y5S2"	"Serine/threonine-protein kinase MRCK beta"	"CDC42BPB"
-0.39	0.39	-0.54	0.54	0.00	-0.10	0.99	-0.39	-0.44	-0.25	0.97	0.48	-0.26	0.11	0.29	1.21	1.56	1.85	"NaN"	1.56	"NaN"	"NaN"	"NaN"	1.06	1.06	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	1.90	6.02E-39	2506500000	9	9	"Q9Y5Q9;Q9Y5Q9-2;F8WC64;H7C0C0;H0YFI7"	"Q9Y5Q9;Q9Y5Q9-2"	"General transcription factor 3C polypeptide 3"	"GTF3C3"
0.39	-0.39	0.12	-0.12	0.00	-0.48	-0.48	-0.14	-0.26	-0.37	-0.83	-0.67	-0.11	-0.36	-0.52	-0.72	-0.90	-0.74	-0.20	-0.73	0.07	-0.24	0.26	-0.42	-0.09	-0.41	-0.92	-1.18	-0.71	-0.81	"+"	2.09	7.68E-79	13296000000	17	17	"Q9Y5Q8;Q9Y5Q8-2;H7BY84;Q9Y5Q8-3;Q5T7U1;C9J393;H9KV68;H0Y3Y0;Q5T7U0;H0Y5D2;Q5T7U4"	"Q9Y5Q8;Q9Y5Q8-2;H7BY84;Q9Y5Q8-3;Q5T7U1"	"General transcription factor 3C polypeptide 5"	"GTF3C5"
0.03	-0.03	-0.01	0.01	0.00	-0.42	0.01	-0.02	-0.47	-0.22	0.75	0.44	0.67	0.80	0.71	-0.13	-0.34	-0.14	-0.62	-0.24	-0.32	-0.14	0.04	0.27	-0.05	1.58	2.09	0.19	0.66	1.12	"+"	3.43	5.85E-63	4338900000	10	10	"Q9Y5P6;Q9Y5P6-2"	"Q9Y5P6;Q9Y5P6-2"	"Mannose-1-phosphate guanyltransferase beta"	"GMPPB"
0.23	-0.23	-0.03	0.03	0.00	-0.28	-0.47	0.13	-0.33	-0.31	-0.24	-0.01	0.30	0.55	0.14	-0.55	-0.06	-0.07	-0.02	-0.07	-0.15	-0.13	0.09	-0.16	-0.14	0.47	0.91	-0.24	-0.52	0.11		0.28	3.28E-78	9350600000	18	18	"Q9Y5P4-2;Q9Y5P4;Q9Y5P4-3;H0Y9J1"	"Q9Y5P4-2;Q9Y5P4;Q9Y5P4-3"	"Collagen type IV alpha-3-binding protein"	"COL4A3BP"
0.23	-0.23	0.08	-0.08	0.00	-0.62	0.18	-0.13	-0.04	-0.09	-0.75	-0.65	-0.56	-0.36	-0.61	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		1.63	3.71E-44	4245500000	8	8	"Q9Y5N6;H3BT22;H3BTQ7;H3BMA4"	"Q9Y5N6;H3BT22;H3BTQ7"	"Origin recognition complex subunit 6"	"ORC6"
0.10	-0.10	0.11	-0.11	0.00	0.08	-0.41	-0.03	-0.36	-0.19	-0.02	0.46	-0.65	0.00	-0.01	0.43	0.40	0.32	0.13	0.36	0.25	1.05	0.29	0.76	0.52	0.16	0.51	0.61	0.80	0.56	"+"	2.20	0	76086000000	21	21	"Q9Y5M8;H7C4H2;C9J5Z8"	"Q9Y5M8;H7C4H2"	"Signal recognition particle receptor subunit beta"	"SRPRB"
-0.04	0.04	-0.06	0.06	0.00	-0.05	-0.05	-0.22	-0.13	-0.09	-0.10	-0.13	-0.23	-0.16	-0.14	-0.01	-0.03	-0.07	-0.35	-0.05	-1.19	-0.88	-0.69	-0.48	-0.79	-0.31	-0.10	-0.31	-0.12	-0.21	"+"	5.02	3.61E-159	37774000000	10	10	"Q9Y5L4"	"Q9Y5L4"	"Mitochondrial import inner membrane translocase subunit Tim13"	"TIMM13"
-0.10	0.10	-0.15	0.15	0.00	-0.48	-0.13	0.02	0.06	-0.05	0.48	0.44	0.14	-0.29	0.29	0.03	0.82	-0.12	0.22	0.13	-0.41	-0.18	-0.12	0.19	-0.15	-0.14	-0.11	-0.32	-0.53	-0.23		0.92	4.40E-214	29915000000	17	17	"Q9Y5K8;G3V559;G3V2S6;G3V2V6;H0YJH8;G3V3T8;H0YJS0;G3V341;G3V5S7;H0YJ55"	"Q9Y5K8;G3V559;G3V2S6;G3V2V6"	"V-type proton ATPase subunit D"	"ATP6V1D"
-0.02	0.02	-0.16	0.16	0.00	0.36	0.28	-0.23	-0.57	0.02	-0.04	0.29	0.26	0.26	0.26	0.43	0.45	0.27	0.16	0.35	0.02	0.29	0.43	0.33	0.31	0.59	0.34	0.33	0.29	0.34		1.12	0	80852000000	42	42	"Q9Y5K6"	"Q9Y5K6"	"CD2-associated protein"	"CD2AP"
-0.35	0.35	-0.23	0.23	0.00	-0.59	0.01	0.08	0.17	0.04	-0.33	-0.88	-0.44	-1.01	-0.66	0.29	-0.79	0.49	-0.65	-0.18	-0.84	-0.72	-0.27	-0.29	-0.51	-0.44	-0.30	"NaN"	-0.46	-0.44		0.80	6.50E-93	14177000000	15	15	"Q9Y5K5-2;E9PGR0;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;B4DW59;B7Z9U9;H0Y6Y4;Q5LJB0;H0Y4E0;H0Y4K0;H0Y636"	"Q9Y5K5-2;E9PGR0;Q9Y5K5-4;Q9Y5K5-3;Q9Y5K5;Q5LJA5;Q5LJA9;B4DW59;B7Z9U9;H0Y6Y4;Q5LJB0;H0Y4E0"	"Ubiquitin carboxyl-terminal hydrolase isozyme L5"	"UCHL5"
0.20	-0.20	0.18	-0.18	0.00	-0.10	0.01	-0.30	-0.09	-0.10	0.03	0.10	0.11	-0.04	0.07	-1.03	-0.06	-0.64	-0.52	-0.58	-0.37	-0.09	-0.07	-0.39	-0.23	-0.76	-1.35	-0.54	-0.31	-0.65	"+"	2.45	1.31E-107	36756000000	9	9	"Q9Y5J9;G3XAN8;E9PIR3"	"Q9Y5J9;G3XAN8"	"Mitochondrial import inner membrane translocase subunit Tim8 B"	"TIMM8B"
0.04	-0.04	0.16	-0.16	0.00	0.02	-0.09	0.00	0.04	0.01	-0.04	-0.03	-0.09	0.02	-0.03	-0.41	0.28	0.55	0.06	0.17	1.43	2.09	0.77	0.67	1.10	0.28	0.27	-0.03	0.08	0.18	"+"	3.71	4.98E-275	53314000000	13	13	"Q9Y5J7;G3V502;G3V2F3;G3V306"	"Q9Y5J7;G3V502;G3V2F3"	"Mitochondrial import inner membrane translocase subunit Tim9"	"TIMM9"
0.04	-0.04	0.06	-0.06	0.00	-0.37	-0.26	0.08	0.06	-0.10	0.08	0.13	0.60	0.29	0.21	-0.42	-0.11	-0.08	-0.56	-0.27	-0.05	0.74	0.42	0.63	0.52	-0.91	-1.27	-0.11	-0.95	-0.93	"+"	3.66	1.31E-82	10351000000	8	8	"Q9Y5J6;F2Z2B0"	"Q9Y5J6;F2Z2B0"	"Mitochondrial import inner membrane translocase subunit Tim9 B"	"FXC1"
0.18	-0.18	-0.13	0.13	0.00	-0.25	-0.46	-0.56	-0.90	-0.51	-0.47	0.09	0.41	0.07	0.08	-0.12	0.10	-0.53	-0.91	-0.33	-0.48	"NaN"	-0.36	0.03	-0.36	-0.13	-1.08	-0.11	-1.40	-0.60		0.87	1.67E-103	12752000000	12	12	"Q9Y5J5"	"Q9Y5J5"	"Pleckstrin homology-like domain family A member 3"	"PHLDA3"
0.44	-0.44	-0.34	0.34	0.00	-0.86	0.04	-0.14	0.14	-0.05	0.03	0.72	-0.46	0.32	0.18	-0.59	-0.82	0.11	-0.26	-0.42	-0.56	"NaN"	-0.19	0.22	-0.19	-0.28	-0.57	0.19	-0.51	-0.39		0.27	8.16E-82	15076000000	19	19	"Q9Y5J1;B2RAX6"	"Q9Y5J1;B2RAX6"	"U3 small nucleolar RNA-associated protein 18 homolog"	"UTP18"
0.02	-0.02	0.01	-0.01	0.00	0.19	0.43	-0.17	0.34	0.26	0.10	-0.37	-0.02	-0.21	-0.11	-0.64	-0.37	-0.29	-0.26	-0.33	-0.54	-0.49	-0.60	-0.65	-0.57	-0.68	-0.19	-0.33	-0.20	-0.26	"+"	3.88	0	113000000000	68	68	"Q9Y5B9;F5H063;G3V5A4;G3V401;G3V2X0"	"Q9Y5B9"	"FACT complex subunit SPT16"	"SUPT16H"
0.09	-0.09	-0.14	0.14	0.00	-0.21	"NaN"	1.32	1.46	1.32	0.68	"NaN"	0.07	"NaN"	0.37	"NaN"	"NaN"	-0.44	"NaN"	-0.44	-0.44	-0.07	-0.41	"NaN"	-0.41	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		1.02	3.65E-33	2850900000	10	10	"Q9Y5B6;Q9Y5B6-2;Q9Y5B6-3;Q9Y5B6-4"	"Q9Y5B6;Q9Y5B6-2;Q9Y5B6-3;Q9Y5B6-4"	"GC-rich sequence DNA-binding factor 1"	"GCFC1"
0.01	-0.01	-0.25	0.25	0.00	-0.19	0.14	-0.22	0.13	-0.03	0.29	0.25	0.02	0.02	0.14	-0.28	-0.01	0.44	0.22	0.10	-0.56	0.03	-0.18	-0.17	-0.18	0.01	0.29	0.41	0.09	0.19		0.83	1.03E-121	14614000000	23	23	"Q9Y5B0;Q9Y5B0-4;Q9Y5B0-3;Q9Y5B0-2"	"Q9Y5B0;Q9Y5B0-4;Q9Y5B0-3;Q9Y5B0-2"	"RNA polymerase II subunit A C-terminal domain phosphatase"	"CTDP1"
0.06	-0.06	-0.08	0.08	0.00	-0.24	-0.17	-0.32	-0.34	-0.28	0.18	-0.24	-0.50	-0.29	-0.26	-0.70	-0.39	-0.47	-0.04	-0.43	-1.28	0.01	-0.10	-0.75	-0.43	"NaN"	-0.27	-0.88	-0.87	-0.87		0.86	1.17E-89	6178400000	18	18	"Q9Y5A7-2;Q9Y5A7;H3BM14;H3BM74;C9JRT6;F8WDB6;C9J7X7;B7Z1C8;F8WDL9;H7C5N1;H7C5E1"	"Q9Y5A7-2;Q9Y5A7;H3BM14;H3BM74;C9JRT6;F8WDB6"	"NEDD8 ultimate buster 1"	"NUB1"
0.06	-0.06	0.68	-0.68	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	8.84E-47	1738800000	10	10	"Q9Y597-2;Q9Y597;Q9Y597-3;H0Y566;E9PDU9"	"Q9Y597-2;Q9Y597;Q9Y597-3"	"BTB/POZ domain-containing protein KCTD3"	"KCTD3"
0.61	-0.61	-0.13	0.13	0.00	"NaN"	0.77	-1.08	0.00	0.00	"NaN"	-0.37	0.10	"NaN"	-0.14	1.38	"NaN"	"NaN"	"NaN"	1.38	"NaN"	"NaN"	1.41	"NaN"	1.41	"NaN"	0.29	"NaN"	0.80	0.55		0.18	6.23E-13	1305900000	4	4	"Q9Y587;G3V4P7;G3V5J6;G3V3X7;G3V2N8;Q86U36;Q9Y587-2"	"Q9Y587;G3V4P7;G3V5J6;G3V3X7;G3V2N8;Q86U36;Q9Y587-2"	"AP-4 complex subunit sigma-1"	"AP4S1"
-0.22	0.22	0.56	-0.56	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	0.09	"NaN"	"NaN"	"NaN"	0.09	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.00	2.45E-06	448030000	2	2	"Q9Y584"	"Q9Y584"	"Mitochondrial import inner membrane translocase subunit Tim22"	"TIMM22"
0.26	-0.26	-0.15	0.15	0.00	0.35	-0.33	-0.21	0.29	0.04	0.02	-0.43	-0.16	-0.76	-0.29	-0.28	0.55	0.66	0.39	0.47	0.73	0.49	0.19	0.66	0.58	-0.32	-0.04	-0.15	-2.29	-0.23		1.32	5.57E-170	12094000000	11	4	"Q9Y580;G3V1T9"	"Q9Y580"	"RNA-binding protein 7"	"RBM7"
0.23	-0.23	-0.22	0.22	0.00	0.07	-0.06	-0.08	-0.09	-0.07	0.03	0.04	-0.10	-0.01	0.01	-0.43	-0.53	-0.54	-0.36	-0.48	-0.24	-0.08	0.15	-0.03	-0.06	-0.32	0.40	-0.13	0.15	0.01	"+"	1.86	4.48E-259	29122000000	17	17	"Q9Y570;Q9Y570-2;Q9Y570-3;F5H2D4"	"Q9Y570;Q9Y570-2"	"Protein phosphatase methylesterase 1"	"PPME1"
-0.49	0.49	-0.20	0.20	0.00	-0.72	-0.30	0.06	-0.10	-0.20	-0.47	-0.07	-0.57	-0.66	-0.52	1.49	1.92	-0.48	-0.30	0.60	1.29	1.69	1.80	1.66	1.68	1.80	"NaN"	1.21	"NaN"	1.51	"+"	3.06	2.33E-46	5049200000	10	10	"Q9Y512;A8MZI2"	"Q9Y512"	"Sorting and assembly machinery component 50 homolog"	"SAMM50"
0.14	-0.14	0.19	-0.19	0.00	-0.11	0.02	-0.03	-0.03	-0.03	-0.53	-0.51	-0.16	0.00	-0.33	-0.52	-0.59	-0.28	-0.39	-0.46	-0.29	-0.42	-0.55	-0.88	-0.48	0.49	-0.20	-0.46	-0.60	-0.33		1.22	1.00E-163	24962000000	18	18	"Q9Y508;Q9Y508-2;C9JU49"	"Q9Y508;Q9Y508-2;C9JU49"	"RING finger protein 114"	"RNF114"
0.08	-0.08	-0.10	0.10	0.00	0.00	0.04	-0.18	0.17	0.02	-0.21	-0.07	-0.08	-0.21	-0.14	0.00	-0.03	-0.59	-0.24	-0.13	-1.04	-0.84	-0.38	-0.88	-0.86	-0.56	-1.04	-0.10	-0.70	-0.63	"+"	3.26	8.20E-126	52845000000	11	11	"Q9Y4Z0"	"Q9Y4Z0"	"U6 snRNA-associated Sm-like protein LSm4"	"LSM4"
0.02	-0.02	0.02	-0.02	0.00	-0.69	-0.48	-0.78	-0.31	-0.59	-0.50	-0.16	0.03	-0.56	-0.33	-1.45	-1.18	-0.90	-1.40	-1.29	3.22	3.79	-0.55	-0.76	1.34	-2.27	-2.14	-0.66	-1.22	-1.68	"+"	1.92	1.01E-240	73684000000	5	5	"Q9Y4Y9;Q9Y4Y9-2;B8ZZF8"	"Q9Y4Y9;Q9Y4Y9-2"	"U6 snRNA-associated Sm-like protein LSm5"	"LSM5"
0.09	-0.09	0.08	-0.08	0.00	-0.36	-0.04	0.26	0.54	0.11	-0.18	-0.66	-0.16	-0.08	-0.17	0.25	0.04	0.89	1.38	0.57	0.61	0.69	0.57	0.43	0.59	1.15	1.71	-0.28	-0.19	0.48		1.00	6.71E-92	9968500000	16	16	"Q9Y4X5;H0Y2Q2;H3BNB9;H3BSK4"	"Q9Y4X5;H0Y2Q2"	"E3 ubiquitin-protein ligase ARIH1"	"ARIH1"
-0.16	0.16	0.16	-0.16	0.00	-0.58	-0.65	-0.14	0.28	-0.36	-0.40	-0.29	-0.40	-0.57	-0.40	-0.49	-0.01	-0.36	0.14	-0.19	0.30	-0.13	0.22	-0.09	0.07	0.30	0.62	0.19	0.65	0.46	"+"	2.42	1.74E-199	22664000000	32	31	"Q9Y4W6;Q8TA92"	"Q9Y4W6;Q8TA92"	"AFG3-like protein 2"	"AFG3L2"
-0.59	0.59	-0.04	0.04	0.00	-0.34	0.00	0.07	0.15	0.04	0.07	-0.50	0.25	-0.01	0.03	0.46	0.08	-0.55	-0.29	-0.10	1.00	0.21	-0.55	-0.09	0.06	"NaN"	3.04	-0.36	-0.72	-0.36		0.06	1.01E-161	5219800000	17	17	"Q9Y4W2-2;Q9Y4W2;Q9Y4W2-3;Q9Y4W2-4"	"Q9Y4W2-2;Q9Y4W2;Q9Y4W2-3"	"Ribosomal biogenesis protein LAS1L"	"LAS1L"
0.35	-0.35	-0.26	0.26	0.00	"NaN"	"NaN"	3.81	3.54	3.68	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	3.72	1.16E-16	2871500000	6	6	"Q9Y4R8;H3BRS3;H3BU45;E7EUD6;REV__Q15751"	"Q9Y4R8;H3BRS3"	"Telomere length regulation protein TEL2 homolog"	"TELO2"
0.40	-0.40	0.44	-0.44	0.00	"NaN"	-0.15	"NaN"	"NaN"	-0.15	-0.35	0.38	"NaN"	1.04	0.38	"NaN"	"NaN"	1.64	2.04	1.84	0.54	0.79	1.13	0.98	0.89	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	2.11	6.81E-38	1403700000	7	7	"Q9Y4P1-6;Q9Y4P1;Q9Y4P1-2;F8WD71;Q9Y4P1-4;F5H7P2;H7C2A6;C9JIK8;C9JQ72;Q9Y4P1-3;C9J5D3;F2Z2K8;C9J3C0;H0Y2Y0;C9JVD5"	"Q9Y4P1-6;Q9Y4P1;Q9Y4P1-2;F8WD71;Q9Y4P1-4;F5H7P2;H7C2A6;C9JIK8"	"Cysteine protease ATG4B"	"ATG4B"
-0.09	0.09	0.10	-0.10	0.00	-0.05	0.07	0.07	0.13	0.07	0.02	0.09	-0.17	-0.11	-0.04	0.46	0.50	-0.04	0.21	0.34	0.41	0.61	0.69	0.43	0.52	0.74	0.68	0.55	0.57	0.62	"+"	5.44	0	322000000000	81	80	"Q9Y4L1;E9PL22;F5H4Z5;F5H4X7;E9PJ21;F5GWH9;B7Z909;Q9BST8;E9PSI5"	"Q9Y4L1;E9PL22;F5H4Z5;F5H4X7;E9PJ21;F5GWH9;B7Z909"	"Hypoxia up-regulated protein 1"	"HYOU1"
-0.45	0.45	-0.95	0.95	0.00	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	1.43	"NaN"	1.19	1.31	2.59	"NaN"	1.44	1.10	1.44	"NaN"	"NaN"	"NaN"	0.94	0.94		1.24	3.18E-189	4494100000	16	16	"Q9Y4K4;G3V3V7;G3V4Q4;G3V4T8"	"Q9Y4K4"	"Mitogen-activated protein kinase kinase kinase kinase 5"	"MAP4K5"
0.14	-0.14	-0.04	0.04	0.00	0.00	-0.07	-0.04	-0.05	-0.05	-0.15	-0.12	-0.15	-0.20	-0.15	-0.49	-0.15	-0.71	-0.51	-0.50	-0.44	-0.21	-0.08	-0.25	-0.23	-0.32	-0.38	-0.51	-0.51	-0.44	"+"	3.71	0	144000000000	76	21	"Q9Y4K1;B4DU04;Q96QW7"	"Q9Y4K1"	"Absent in melanoma 1 protein"	"AIM1"
-0.15	0.15	0.36	-0.36	0.00	-0.10	-0.08	0.00	-0.50	-0.09	-0.22	-0.13	-0.47	-0.33	-0.28	0.01	0.59	1.08	0.50	0.55	-0.36	0.70	0.48	-0.01	0.24	0.99	1.54	0.08	0.89	0.94	"+"	2.31	2.93E-135	7406900000	31	26	"Q9Y4I1-2;F8WE88;Q9Y4I1;G3V394;Q9Y4I1-3;F8W6H6;F5H363;E7ERV5;Q9UES5;O95317;H0YMK3;Q6P1W8;G3V3C9;H0YM96"	"Q9Y4I1-2;F8WE88;Q9Y4I1;G3V394;Q9Y4I1-3;F8W6H6;F5H363"	"Unconventional myosin-Va"	"MYO5A"
0.35	-0.35	-0.12	0.12	0.00	0.51	-0.31	0.30	0.10	0.20	0.06	0.03	0.32	0.32	0.19	-0.83	"NaN"	1.33	"NaN"	0.25	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	1.71	"NaN"	1.28	"NaN"	1.50		1.16	9.97E-45	2696200000	11	11	"Q9Y4H2"	"Q9Y4H2"	"Insulin receptor substrate 2"	"IRS2"
-0.08	0.08	-0.15	0.15	0.00	"NaN"	"NaN"	5.23	5.38	5.30	3.69	5.50	"NaN"	5.25	5.25	4.90	5.18	6.69	7.01	5.94	4.69	4.70	5.11	4.82	4.76	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"+"	6.55	8.35E-182	38168000000	25	5	"Q9Y4G6;H0YMT1"	"Q9Y4G6;H0YMT1"	"Talin-2"	"TLN2"
0.04	-0.04	0.06	-0.06	0.00	0.20	-0.05	-0.07	0.22	0.07	0.03	0.15	0.07	0.14	0.10	-0.16	-0.06	0.04	0.11	-0.01	0.14	0.46	0.50	0.14	0.30	-0.12	-0.09	0.18	-0.26	-0.11		1.78	0	32055000000	55	1	"Q9Y4F5;Q9Y4F5-3"	"Q9Y4F5;Q9Y4F5-3"	"Protein KIAA0284"	"KIAA0284"
-0.25	0.25	-0.06	0.06	0.00	-0.08	0.18	-0.07	-0.08	-0.07	-0.40	0.02	-0.39	-0.29	-0.34	-0.17	-0.02	0.12	0.33	0.05	-0.11	0.15	-0.02	-0.30	-0.07	1.68	1.99	"NaN"	0.19	1.68	"+"	3.00	2.98E-267	13567000000	37	35	"Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3;E9PCQ3;Q9H8G9;F8W0H4;H0YI31;F8VVY7;F8VZG8;H0YI26;H0YHM4"	"Q9Y4E8;Q9Y4E8-2;Q9Y4E8-3;E9PCQ3"	"Ubiquitin carboxyl-terminal hydrolase 15;Ubiquitin carboxyl-terminal hydrolase"	"USP15"
-0.33	0.33	0.64	-0.64	0.00	-0.09	-0.26	"NaN"	"NaN"	-0.17	-0.19	"NaN"	2.06	2.36	2.06	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	2.40	"NaN"	"NaN"	"NaN"	2.40	1.64	1.30	-0.11	0.27	0.78		0.74	0	2637500000	46	7	"Q9Y4E1-2;Q9Y4E1;Q9Y4E1-4;F5H0J6;I3L0C9;Q9Y4E1-3;F5H871;I3L0H6;Q5SRD0"	"Q9Y4E1-2;Q9Y4E1;Q9Y4E1-4;F5H0J6;I3L0C9;Q9Y4E1-3;F5H871;I3L0H6"	"WASH complex subunit FAM21C"	"FAM21C"
-0.17	0.17	0.03	-0.03	0.00	0.34	-0.11	-0.08	0.00	-0.04	0.91	0.47	-0.33	-1.16	0.07	0.51	-0.01	0.72	0.24	0.38	-0.47	-1.33	-0.31	-0.30	-0.39	-0.67	-0.53	-0.62	0.07	-0.57		1.00	2.86E-74	7153200000	21	7	"Q9Y4D1-2;Q9Y4D1"	"Q9Y4D1-2;Q9Y4D1"	"Disheveled-associated activator of morphogenesis 1"	"DAAM1"
0.34	-0.34	0.04	-0.04	0.00	0.23	-0.24	-0.38	0.07	-0.09	0.17	0.02	0.20	-0.40	0.10	-0.18	0.18	-0.29	-0.01	-0.10	-0.08	0.10	0.07	-0.13	0.00	"NaN"	0.48	0.55	0.00	0.48		0.51	2.40E-162	5971300000	29	29	"Q9Y4C8;H0YIL2"	"Q9Y4C8"	"Probable RNA-binding protein 19"	"RBM19"
-0.67	0.67	0.14	-0.14	0.00	"NaN"	"NaN"	0.18	"NaN"	0.18	"NaN"	1.07	"NaN"	0.35	0.71	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"	"NaN"	-0.33	-0.27	"NaN"	-0.30	"NaN"	"NaN"	"NaN"	"NaN"	"Nan"		0.72	2.04E-18	895790000	6	6	"Q9Y4C2-2;Q9Y4C2;C9K0E7;C9J9F4;C9JD13"	"Q9Y4C2-2;Q9Y4C2"	"Protein FAM115A"	"FAM115A"
